"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222089","1.11.2.2","2.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222089","1.11.2.2","2.1","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","0.9","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.0","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 40 to 44 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222091","1.11.3.2","1.1","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.3","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.3","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.3","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.3","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.2","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.2","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.2","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.2","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.1","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.1","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.0","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.8","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.9","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","1.8","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.1","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.1","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.2","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222093","1.12.1.2","2.1","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.8","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.8","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.8","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.8","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.7","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.7","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.7","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.6","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.5","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.5","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.4","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.2","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.3","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.2","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.6","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.8","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.7","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222095","1.12.2.2","2.6","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.8","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.8","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.8","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.8","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.7","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.6","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.6","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.4","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.4","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.4","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.4","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.5","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.6","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 45 to 49 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222097","1.12.3.2","1.6","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.7","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.6","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.5","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.6","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.5","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.4","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.4","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.4","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.4","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.3","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.2","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.1","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.1","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.0","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","2.9","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.1","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.3","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.1","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222099","1.13.1.2","3.1","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.4","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.5","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.4","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.4","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.3","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.2","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.2","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.2","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.2","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.1","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.9","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.7","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.7","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.7","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.5","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.5","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.6","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.6","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.7","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.5","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","3.9","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.2","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.0","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222101","1.13.2.2","4.0","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.9","","","","1"
